S: Lateral Number,EQPID,CHAMBER,최소,최대,S: Module Name,S: idx,S: Name,S: Division,S: Subdivision 1,S: Subdivision 2,S: Con Subdivision 1,S: Con Subdivision 2,S: BIM Design Info,S: BIM (Instance) ID,S: Library Path,S: Connector Name,S: Shape,S: Utility,S: Utility Group,S: Length,S: Size,Status,S: GUID,S: Connector GUID,S: Tag,S: Connector Tag,S: Connector Position X,S: Connector Position Y,S: Connector Position Z,설비poc,pump poc,1,S: Flow,S: Connection Tag,S: Destination,S: Destination Tag,S: Destination Connector Tag,S: Destination ID,S: Construction Code,S: Destination Construction Code,S: Connected Utility,S: Connected Material,T: Lateral Number,T: Module Name,T: idx,T: Name,펌프,설비,설비/펌프,T: Tag,T: GUID,T: Division,T: Subdivision 1,T: Subdivision 2,T: Con Subdivision 1,T: Con Subdivision 2,T: BIM Design Info,T: BIM (Instance) ID,T: Position,T: Connector Name,T: Utility,T: Utility Group,T: Size,T: Connector Tag,T: Origin,T: Flow,T: Connection Tag,T: Destination,T: Destination Tag,T: Destination Connector Tag,T: Construction Code,T: Destination Construction Code,T: Connected Utility,T: Connected Material,S: Connector Use,T: Connector Use,S: POC No,T: POC No,S: Design Code,T: Design Code
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,DELP_KIYO-GX_P4H_[KIYO-GX_GBC-BTM_D1B]_CR01,Equipment,MAIN TOOL,ETCH,(none),(none),,2180193618,/P4-1 PJT/생산설비/MAIN TOOL/ETCH/LAM/KIYO-GX(D)/COMBINATION,40A_VACUUM LINE,Round,FORELINE,/5D-FORELINE,0 mm,40 mm,EQP,edca5f46-2039-42fc-bac3-4c168a5e8ee8,556161ea-ae7a-a736-b7d4-69eeceb8a8e5,ELP4240,,151849.844,63547.43,14963.487,TRUE,FALSE,TRUEFALSE,Open,,,,,,P4HWFE41-01,,40A_VACUUM LINE (FORELINE),40A_VACUUM LINE (SUS304 AP + HEATING JACKET),,,,,,설비,설비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-087] NRC CLAMP_CENTERING(FKM)_NW40_KF_ASSY,PlumbingComponent,CLAMP,NRC CLAMP,(none),(none),,887937540,/P4-1 PJT/퍼실리티/Component/진공/Centering,40A,Round,,,0 mm,40 mm,EQP,b49290da-517e-4ace-ab6a-d1709e2e9310,9ce59a47-b5d3-416a-2cdb-0818aa6ae67d,ELP4240,,151849.844,63547.43,14959.488,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,40A (FORELINE),40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-058] KF FLANGE_SUS_40A,PlumbingComponent,FLANGE,SUS FLANGE,(none),(none),,3931447725,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_40A_pipe,Round,,,0 mm,40 mm,EQP,693c6bb7-e069-4af2-a550-638511fe79e8,e27b253d-3dcc-54fe-9ecf-14d0a458f882,ELP4240,,151849.875,63547.43,14939.487,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_40A_pipe (FORELINE),02_40A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-058] KF FLANGE_SUS_40A,PlumbingComponent,FLANGE,SUS FLANGE,(none),(none),,1121157550,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_40A_NRC clamp,Round,,,0 mm,40 mm,EQP,1b90ca96-4643-4bc3-80dc-1f910b42a4fb,6659d265-40b8-9de6-9842-aebd1523ecc6,ELP4240,,151849.875,63547.43,14719.492,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_40A_NRC clamp (FORELINE),01_40A_NRC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-087] NRC CLAMP_CENTERING(FKM)_NW40_KF_ASSY,PlumbingComponent,CLAMP,NRC CLAMP,(none),(none),,3074760571,/P4-1 PJT/퍼실리티/Component/진공/Centering,40A,Round,,,0 mm,40 mm,EQP,65bf5ad7-defa-4587-ba57-0c256b00532b,d2a7fd7c-170d-86d3-cd94-210be2c6a9d7,ELP4240,,151849.875,63547.43,14715.493,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,40A (FORELINE),40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-134] DUAL BELLOWS TI_NW40_150L,PlumbingComponent,BELLOWS,KF BELLOWS,(none),(none),,3116725732,/P4-1 PJT/퍼실리티/Component/진공/Bellows,01_40A,Round,,,0 mm,40 mm,EQP,65cd37a0-e008-4209-9245-3cc0272dbc4d,95e41cd0-3879-d63d-bc1c-547617b42e21,ELP4240,,151849.875,63547.43,14565.493,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_40A (FORELINE),01_40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-087] NRC CLAMP_CENTERING(FKM)_NW40_KF_ASSY,PlumbingComponent,CLAMP,NRC CLAMP,(none),(none),,1537747096,/P4-1 PJT/퍼실리티/Component/진공/Centering,40A,Round,,,0 mm,40 mm,EQP,e1066b51-f7ae-432b-bbd9-4d91031bb6e2,1a93b0b1-2af9-7aba-3966-2c4025d38d94,ELP4240,,151849.875,63547.43,14561.494,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,40A (FORELINE),40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-058] KF FLANGE_SUS_40A,PlumbingComponent,FLANGE,SUS FLANGE,(none),(none),,531116284,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_40A_pipe,Round,,,0 mm,40 mm,EQP,091076d7-c1b8-4604-ac88-d761c2681a2f,7f4ed367-f4d1-ceaf-79bd-d60d82e22b7c,ELP4240,,151849.875,63547.43,14541.492,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_40A_pipe (FORELINE),02_40A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,1241456886,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,837562d1-f58a-424f-ad36-3fd12f039368,46e52ac7-3721-6711-9e68-27fd8cc5067f,ELP4240,,152150.016,63449.988,13842.422,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,2034748900,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,5e4c8933-ee0b-4428-92f3-c9c4cd4195ff,bd68f177-dc25-8db6-3e17-3509c7c4610a,ELP4240,,152150.016,63449.988,13838.423,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,2081517046,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,e7b32741-eca2-4a35-ae47-775bbf306882,58f20324-90ec-d122-a552-2aedfe1e8506,ELP4240,,152150.016,63449.988,13830.922,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,887356973,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,6ef0b1eb-e313-4f63-838f-b98af8b179a5,11d6f89f-29ce-da17-b678-a85d48a7e2f1,ELP4240,,152150.016,63449.988,12390.497,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,3585049846,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,0064c3e9-4ecb-47a0-8461-9b3075c381bf,5932ac00-3e8b-d3fe-1a65-7cd70298f8a3,ELP4240,,152150.016,63449.988,12386.496,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,2094708983,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,b467fb5e-7dbd-43c4-a1d3-b54d036b6b6d,30204180-cc06-f11d-efef-5ec3a78f1bb6,ELP4240,,152150.016,63449.988,12378.998,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,2748035688,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,9694f193-d75f-4399-b9e6-e28b2d724462,cbf88d6d-b801-d68c-91ad-d1e6e85b0d4e,ELP4240,,152150.016,63449.988,10671.497,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,2340531416,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,6da7e712-4726-4bb9-ba77-a17dd3d9e473,10b2e8dd-bc73-84c9-e0cd-e869b2d1f6e7,ELP4240,,152150.016,63449.988,10667.499,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,927345580,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,bfde65a6-4f98-4e9a-ae13-c7bf17fce690,63261aff-bdb3-251e-d864-dfb56741c962,ELP4240,,152150.016,63449.988,10659.998,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,1381343476,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,d080e341-3ad5-432d-87c4-b8b12d60c098,bb50e13a-e97b-0a31-75ee-0e0f80928c27,ELP4240,,152150.016,63449.988,8517.498,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,4192688961,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,0fb01d7d-4c57-467b-9c58-bacae8973247,7b84df19-5260-4caf-4a01-7de53b7d9d02,ELP4240,,152150.016,63449.988,8513.499,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,3440057353,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,a4a757e0-92ac-4bcd-8280-fb6394936a24,bb020ce7-d0af-3dbf-783d-4cdfc9e29417,ELP4240,,152150.016,63449.988,8505.999,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,2129852523,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,c1d6bb9e-1724-4345-a22b-a88bc66405b0,dc2f2464-4fed-891b-900c-75d9048943d3,ELP4240,,152150.016,63449.988,6363.501,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,537241192,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,76ace6cb-b1a9-4084-ab4e-e7bf87e29f27,9b6d0454-216c-6b92-1305-f9cc44bb2388,ELP4240,,152150.016,63449.988,6359.501,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-079] MIDDLE FORELINE_125A_1000L,PlumbingComponent,기타,MIDDLE FORELINE,(none),(none),,2506568648,/P4-1 PJT/퍼실리티/Component/진공/Middle Foreline,01_125A_FSF,Round,,,0 mm,125 mm,EQP,8aad7d8a-a4ca-4e31-b2ed-bba5c4869573,653d9bf8-0d5e-fea0-4f2f-8fa272b3e14f,ELP4240,,152150.016,63449.996,5359.5,FALSE,FALSE,FALSEFALSE,Open,,,,,,P4HWFE41-01,,01_125A_FSF (FORELINE),01_125A_FSF (SUS304 AP + HEATING JACKET),,,,,,,MIDDLE FORELINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,4264812440,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,ddf791b5-00c4-4e13-8719-23be1769b23e,15f31739-852b-e513-a813-adf6f0b42ec7,ELP4240,,152150.016,63449.98,5355.501,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,3190447535,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,a5b018e7-e49a-457e-8781-ff41d74fd136,876feaac-6150-12eb-256d-045ce7662bbd,ELP4240,,152150.016,63449.98,5348.001,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,1930037216,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,5e794824-fb73-4f0b-95a3-d671ff9393cf,07ca67ce-1bbe-d9a2-31ed-d14f096c66b9,ELP4240,,152150.016,63449.98,3640.502,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,406269548,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,c0716c8f-1b46-429b-9c05-c38017a5a178,0f7948c1-d611-dd60-df95-d3b972776156,ELP4240,,152150.016,63449.98,3636.502,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,933180702,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,0b5072bf-2fcf-47c4-8d82-1364092d9365,9622dfdb-bd76-9645-f201-2a33276adce1,ELP4240,,152150.016,63449.98,3629.002,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,2840572122,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,d778f6ca-eb37-4631-9183-95f0f0e5b321,8a155d5c-c4c8-7055-3f5d-240aafbeadb3,ELP4240,,152150.016,63449.98,2508.001,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-032] DC CLAMP(4EA)_CENTERING(FKM)_NW125_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,561192354,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,cf715935-b302-4472-a7ea-5d2a206190e5,cb180165-0334-3047-d9ce-eadce5236e4b,ELP4240,,152150.016,63449.98,2504.001,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-008] BELLOWS SUPPORT_NW125_200L,PlumbingComponent,BELLOWS,SUPPORT BELLOWS,(none),(none),,3302677030,/P4-1 PJT/퍼실리티/Component/진공/Bellows,01_125A,Round,,,0 mm,125 mm,EQP,677094c6-4eaa-4efb-ac39-ed2be747d01b,c50b7d31-da7f-bc79-34b5-07b7b579c65d,ELP4240,,152150.016,63449.98,2304.001,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4240PM2,ELP4240,PM2,14963.487,2300,PM2,,[VAC-027] CENTERING(FKM)_NW125,PlumbingComponent,FLANGE,CENTERING,(none),(none),,1242799629,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,1dcad8e6-acd9-4628-a238-fbe0432797c3,032a8038-8ccd-928a-b082-c966f08bc5f3,ELP4240,,152150.016,63449.98,2300,FALSE,TRUE,FALSETRUE,Open,,,,,,,,,,,,,PUMP_DRY_LOT_XD1200_3RACK-A2_ETCH_R01,PUMP,,PUMP,ELP4240,65fcbeb2-d004-4225-a558-151f4f76266d,Equipment,PCS,PUMP,(none),(none),,2700672250, 152150.016 mm;  62450.004 mm;  300 mm,125A_Vacuum Inlet,FORELINE,/5D-FORELINE,125 mm,,S5D,Open,,,,,P4HWFE41-01,,125A_Vacuum Inlet (FORELINE),125A_Vacuum Inlet (SUS304 AP + HEATING JACKET),,,,,,
ELP4231PM4,ELP4231,PM4,14963.487,2300,PM4,,DELP_KIYO-GX_P4H_[KIYO-GX_SION_D1A]_CR01,Equipment,MAIN TOOL,ETCH,(none),(none),,2900775207,/P4-1 PJT/생산설비/MAIN TOOL/ETCH/LAM/KIYO-GX(D)/COMBINATION,40A_VACUUM LINE,Round,FORELINE,/5D-FORELINE,0 mm,40 mm,EQP,6eed1f82-520b-4e23-8f5b-908ca01d8186,954826de-f130-4e69-1a45-7bd583446bb1,ELP4231,,146112.344,70159.102,14963.487,TRUE,FALSE,TRUEFALSE,Open,,,,,,P4HWFE38-02,,40A_VACUUM LINE (FORELINE),40A_VACUUM LINE (SUS304 AP + HEATING JACKET),,,,,,설비,설비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4231PM4,ELP4231,PM4,14963.487,2300,PM4,,[VAC-087] NRC CLAMP_CENTERING(FKM)_NW40_KF_ASSY,PlumbingComponent,CLAMP,NRC CLAMP,(none),(none),,2658250385,/P4-1 PJT/퍼실리티/Component/진공/Centering,40A,Round,,,0 mm,40 mm,EQP,ec1ae2a6-e16b-4cbe-860a-93a103cbf589,9641f2ee-97f7-1e96-f527-5afd7e8180db,ELP4231,,146109.797,70154.992,14959.488,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,40A (FORELINE),40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4231PM4,ELP4231,PM4,14963.487,2300,PM4,,[VAC-058] KF FLANGE_SUS_40A,PlumbingComponent,FLANGE,SUS FLANGE,(none),(none),,1587429886,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_40A_pipe,Round,,,0 mm,40 mm,EQP,a4a6005f-6238-4153-abe7-98de9688fef2,cbf2e9a8-397b-9ff7-9236-2837f43bb0bb,ELP4231,,146109.797,70154.992,14939.488,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_40A_pipe (FORELINE),02_40A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4231PM4,ELP4231,PM4,14963.487,2300,PM4,,[VAC-058] KF FLANGE_SUS_40A,PlumbingComponent,FLANGE,SUS FLANGE,(none),(none),,4040129335,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_40A_NRC clamp,Round,,,0 mm,40 mm,EQP,d2783a02-7cb7-4145-92ac-5e57e5bcb970,bc53ade2-5865-28f9-14e8-36384ceda224,ELP4231,,146109.797,70154.992,14719.488,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_40A_NRC clamp (FORELINE),01_40A_NRC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4231PM4,ELP4231,PM4,14963.487,2300,PM4,,[VAC-087] NRC CLAMP_CENTERING(FKM)_NW40_KF_ASSY,PlumbingComponent,CLAMP,NRC CLAMP,(none),(none),,1285085612,/P4-1 PJT/퍼실리티/Component/진공/Centering,40A,Round,,,0 mm,40 mm,EQP,c6729890-e2ea-4102-bef7-688010afbe3e,dbadbfa7-c037-342f-519c-ee90bc4ad177,ELP4231,,146109.797,70154.992,14715.486,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,40A (FORELINE),40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4231PM4,ELP4231,PM4,14963.487,2300,PM4,,[VAC-101] DUAL BELLOWS TI_SUS_NW40_150L,PlumbingComponent,BELLOWS,KF BELLOWS,(none),(none),,1661414099,/P4-1 PJT/퍼실리티/Component/진공/Bellows,01_40A,Round,,,0 mm,40 mm,EQP,48466bcd-ce41-41db-880d-e5007422dcc5,74004bc1-8499-06c9-5a52-761523d7d587,ELP4231,,146109.797,70154.992,14565.488,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_40A (FORELINE),01_40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4231PM4,ELP4231,PM4,14963.487,2300,PM4,,[VAC-087] NRC CLAMP_CENTERING(FKM)_NW40_KF_ASSY,PlumbingComponent,CLAMP,NRC CLAMP,(none),(none),,199959041,/P4-1 PJT/퍼실리티/Component/진공/Centering,40A,Round,,,0 mm,40 mm,EQP,0d646491-9f8f-4617-bc95-9977b2160a87,129d9ccd-d538-89b9-130e-49a67a1169b1,ELP4231,,146109.797,70154.992,14561.488,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,40A (FORELINE),40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
